kind;outputdata;year;unused1;unused2;code;halfyear
5;"Уголовное право Республики Беларусь. Общая часть : с учетом изменений и дополнений, внесенных в УК по состоянию на 1 февраля 2009 г. / А. А. Примаченок. – 6-е изд., дополненное. – Минск : Молодежное, 2009. – 135 с. – (Библиотека юриста).";2009;;;1846;
5;"Уголовное право Республики Беларусь. Общая часть : с учетом изменений и дополнений, внесенных в УК по состоянию на 1 февраля 2010 г. / А. А. Примаченок. – 7-е изд., измененное и дополненное. – Минск : Молодежное, 2010. – 135 с. – (Библиотека юриста)";2010;;;1847;
5;"Человек. Общество. Государство : пособие для абитуриентов / А.И. Авраменко, А.А. Подупейко [и др.]; под общ. ред. А.И. Авраменко, Ф.В. Пекарского. – 4-е изд. – Минск : Акад. МВД Респ. Беларусь, 2005. – 367 с.";2005;;;1849;
5;"Международное публичное право : ответы на экзаменац. вопросы / И.В. Савина. – 2-е изд., переработанное и дополненное. – Минск : ТетраСистемс, 2008. – 143 с. – (Ответы на экзаменационные вопросы)";2008;;;1850;
5;"Семейное право : практ. пособие / В.И. Пенкрат. – Изд. 2-е, стереотипное. – Минск : Молодеж. науч. общество, 2005. – 151 с.";2005;;;1854;
5;"Разговорник для сотрудников органов внутренних дел / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; сост.: С.С. Денисова, Е.Н. Молчан, Л.Н. Асатиани. – Минск : Акад. МВД Респ. Беларусь, 2005. – 71 с.";2005;;;1856;
5;"Разговорник для сотрудников органов внутренних дел / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; авт.-сост.: С.С.Денисова, Е.Н.Молчан, Л.Н. Асатиани. – 2-е изд., стереотипное. – Минск : Акад. МВД Респ. Беларусь, 2006. – 71 с.";2006;;;1857;
5;"Уголовный процесс. Особенная часть : судебные стадии и особые производства : альбом схем / М. А. Шостак; М-во внутрен. дел Респ. Беларусь, Акад. МВД. – Минск : Акад. МВД Респ. Беларусь, 2006. – 175 с.";2006;;;1861;
5;"Сборник образцов уголовно-процессуальных документов с комментариями. Возбуждение уголовного дела и предварительное расследование : учеб.-практ. пособие / М-во внутрен. дел Респ. Беларусь, Акад. МВД ; авт.-сост.: Г.Н. Васильев, Е.И. Климова, Л.И. Кукреш, П.В. Мытник, Л.И. Родевич, М.А. Шостак [и др.] ; под рук. науч. ред. М.А. Шостака. – Минск : Амалфея, 2006. – 703 с.";2006;;;1862;
5;"Уголовный процесс. Общая часть : сб. задач для курсантов дневной формы обучения / М-во внутрен. дел Респ. Беларусь, Акад. МВД, Каф. уголовного процесса ; авт.-сост.: М.А.Шостак [и др.]. – Минск : Акад. МВД Респ. Беларусь, 2006. – 39 c.";2006;;;1863;
5;"Уголовный процесс. Особенная часть : ответы на экзаменационные вопросы / М.А.Шостак. – Минск : ТетраСистемс, 2006. – 220 с. – (Ответы на экзаменационные вопросы)";2006;;;1864;
